code,mistralai/Mixtral-8x7B-v0.1_max,mistralai/Mixtral-8x7B-v0.1_mean,avg
sun_Latn,0.0291,0.0094,0.0291
biu_Latn,0.0097,0.0006,0.0097
pmx_Latn,0.0097,0.0003,0.0097
prs_Arab,0.4757,0.16,0.4757
ssw_Latn,0.0194,0.0079,0.0194
agd_Latn,0.0097,0.0012,0.0097
dob_Latn,0.0097,0.0074,0.0097
waj_Latn,0.0,0.0,0.0
bci_Latn,0.0097,0.0041,0.0097
imo_Latn,0.0,0.0,0.0
aii_Syrc,0.0,0.0,0.0
nno_Latn,0.3883,0.1874,0.3883
jvn_Latn,0.0291,0.0118,0.0291
shk_Latn,0.0097,0.0062,0.0097
chr_Latn,0.0097,0.0006,0.0097
mtp_Latn,0.0097,0.0053,0.0097
mri_Latn,0.1942,0.0462,0.1942
kmk_Latn,0.0194,0.0071,0.0194
sme_Latn,0.0097,0.0006,0.0097
nus_Latn,0.0194,0.0068,0.0194
ffm_Latn,0.0097,0.0006,0.0097
ckb_Arab,0.0388,0.0115,0.0388
taw_Latn,0.0097,0.0012,0.0097
dan_Latn,0.7864,0.489,0.7864
swg_Latn,0.2427,0.0947,0.2427
stp_Latn,0.0097,0.0026,0.0097
hif_Latn,0.1262,0.0247,0.1262
nct_Latn,0.0097,0.0056,0.0097
kqp_Latn,0.0097,0.0006,0.0097
uzb_Cyrl,0.0485,0.0079,0.0485
sri_Latn,0.0097,0.0012,0.0097
kan_Latn,0.0097,0.0024,0.0097
sgw_Ethi,0.0194,0.0062,0.0194
gkn_Latn,0.0194,0.0021,0.0194
leh_Latn,0.0194,0.0038,0.0194
cso_Latn,0.0194,0.0009,0.0194
crm_Cans,0.0097,0.0009,0.0097
rim_Latn,0.0097,0.0038,0.0097
jic_Latn,0.0097,0.0026,0.0097
spa_Latn,0.7961,0.536,0.7961
var_Latn,0.0097,0.0009,0.0097
bom_Latn,0.0194,0.0082,0.0194
blz_Latn,0.0194,0.0044,0.0194
kua_Latn,0.0194,0.005,0.0194
mit_Latn,0.0097,0.0012,0.0097
mjc_Latn,0.0194,0.0032,0.0194
som_Latn,0.0194,0.0041,0.0194
ckt_Cyrl,0.0097,0.0021,0.0097
tzj_Latn,0.0194,0.0082,0.0194
cot_Latn,0.0097,0.0026,0.0097
beq_Latn,0.0194,0.0047,0.0194
ikw_Latn,0.0097,0.0012,0.0097
xrb_Latn,0.0097,0.0059,0.0097
nhw_Latn,0.0291,0.0065,0.0291
bch_Latn,0.0194,0.0044,0.0194
zpo_Latn,0.0194,0.0035,0.0194
kiz_Latn,0.0291,0.0121,0.0291
ann_Latn,0.0097,0.0003,0.0097
meq_Latn,0.0097,0.0047,0.0097
bbj_Latn,0.0097,0.0009,0.0097
njb_Latn,0.0097,0.0062,0.0097
zas_Latn,0.0194,0.0074,0.0194
rad_Latn,0.0194,0.0062,0.0194
bqc_Latn,0.0097,0.0021,0.0097
mbj_Latn,0.0097,0.0018,0.0097
trc_Latn,0.0097,0.0021,0.0097
hye_Latn,0.0097,0.005,0.0097
mmx_Latn,0.0194,0.0082,0.0194
quw_Latn,0.0194,0.0094,0.0194
enx_Latn,0.0097,0.0018,0.0097
pol_Latn,0.835,0.4816,0.835
kum_Cyrl,0.0097,0.0006,0.0097
wib_Latn,0.0,0.0,0.0
tue_Latn,0.0097,0.0018,0.0097
uli_Latn,0.0291,0.0021,0.0291
mop_Latn,0.0097,0.0041,0.0097
leu_Latn,0.0194,0.0032,0.0194
yao_Latn,0.0194,0.0082,0.0194
kff_Telu,0.0,0.0,0.0
uig_Latn,0.0097,0.0035,0.0097
cuk_Latn,0.0097,0.0006,0.0097
iba_Latn,0.0194,0.0071,0.0194
sur_Latn,0.0097,0.0035,0.0097
ndo_Latn,0.0194,0.0047,0.0194
msk_Latn,0.0388,0.0162,0.0388
dig_Latn,0.0388,0.0138,0.0388
mcu_Latn,0.0097,0.0029,0.0097
lip_Latn,0.0097,0.0032,0.0097
xav_Latn,0.0,0.0,0.0
sop_Latn,0.0097,0.0006,0.0097
ory_Orya,0.0097,0.0006,0.0097
mur_Latn,0.0097,0.0015,0.0097
obo_Latn,0.0291,0.0056,0.0291
ind_Latn,0.5243,0.2248,0.5243
cnw_Latn,0.0097,0.0059,0.0097
mqb_Latn,0.0,0.0,0.0
snn_Latn,0.0,0.0,0.0
aom_Latn,0.0194,0.0021,0.0194
bru_Latn,0.0097,0.0003,0.0097
khy_Latn,0.0097,0.0041,0.0097
alz_Latn,0.0194,0.0026,0.0194
zar_Latn,0.0097,0.0018,0.0097
cbr_Latn,0.0097,0.0024,0.0097
hlt_Latn,0.0097,0.0003,0.0097
nch_Latn,0.0194,0.005,0.0194
yua_Latn,0.0097,0.0035,0.0097
sbk_Latn,0.0097,0.0038,0.0097
giz_Latn,0.0097,0.0035,0.0097
qva_Latn,0.0194,0.0074,0.0194
ach_Latn,0.0097,0.0029,0.0097
ctu_Latn,0.0097,0.0012,0.0097
kgk_Latn,0.0097,0.0015,0.0097
mza_Latn,0.0194,0.0041,0.0194
sus_Latn,0.0097,0.0065,0.0097
kvj_Latn,0.0097,0.0041,0.0097
yan_Latn,0.0194,0.0062,0.0194
yby_Latn,0.0,0.0,0.0
ntp_Latn,0.0,0.0,0.0
lcm_Latn,0.0097,0.0003,0.0097
tcc_Latn,0.0097,0.0076,0.0097
mih_Latn,0.0097,0.0041,0.0097
nri_Latn,0.0194,0.0035,0.0194
ksd_Latn,0.0194,0.0091,0.0194
ign_Latn,0.0194,0.0059,0.0194
khm_Khmr,0.0194,0.0035,0.0194
tof_Latn,0.0097,0.0003,0.0097
pwg_Latn,0.0097,0.005,0.0097
bsj_Latn,0.0097,0.0065,0.0097
ame_Latn,0.0097,0.0018,0.0097
ptp_Latn,0.0097,0.0006,0.0097
ahk_Latn,0.0,0.0,0.0
bus_Latn,0.0097,0.0041,0.0097
qxl_Latn,0.0194,0.0044,0.0194
soq_Latn,0.0097,0.0012,0.0097
bvd_Latn,0.0194,0.0076,0.0194
hye_Armn,0.1359,0.0221,0.1359
pri_Latn,0.0,0.0,0.0
gwi_Latn,0.0194,0.0062,0.0194
bem_Latn,0.0194,0.0115,0.0194
ikk_Latn,0.0194,0.0068,0.0194
dif_Latn,0.0194,0.0053,0.0194
kaq_Latn,0.0097,0.0006,0.0097
aer_Latn,0.0194,0.0006,0.0194
gjn_Latn,0.0,0.0,0.0
nsu_Latn,0.0194,0.0056,0.0194
kqo_Latn,0.0097,0.0012,0.0097
san_Deva,0.2039,0.0533,0.2039
pon_Latn,0.0097,0.0003,0.0097
caf_Latn,0.0097,0.0032,0.0097
apb_Latn,0.0097,0.0021,0.0097
rmc_Latn,0.0291,0.0132,0.0291
mbh_Latn,0.0194,0.0032,0.0194
gfk_Latn,0.0097,0.0079,0.0097
lhm_Latn,0.0,0.0,0.0
gub_Latn,0.0,0.0,0.0
pck_Latn,0.0097,0.0044,0.0097
xsb_Latn,0.0388,0.0147,0.0388
cnt_Latn,0.0097,0.0018,0.0097
rro_Latn,0.0291,0.0038,0.0291
jra_Latn,0.0194,0.0088,0.0194
mto_Latn,0.0097,0.0015,0.0097
pfe_Latn,0.0,0.0,0.0
hub_Latn,0.0194,0.0041,0.0194
aly_Latn,0.0097,0.0006,0.0097
khz_Latn,0.0097,0.0018,0.0097
aon_Latn,0.0097,0.0053,0.0097
ewo_Latn,0.0291,0.0118,0.0291
amf_Latn,0.0097,0.0015,0.0097
tir_Ethi,0.0,0.0,0.0
mfy_Latn,0.0097,0.0015,0.0097
men_Latn,0.0097,0.0003,0.0097
gam_Latn,0.0097,0.0003,0.0097
bcw_Latn,0.0097,0.0003,0.0097
szb_Latn,0.0097,0.0026,0.0097
nmf_Latn,0.0097,0.0012,0.0097
djr_Latn,0.0097,0.0003,0.0097
cok_Latn,0.0097,0.0003,0.0097
nnq_Latn,0.0097,0.0015,0.0097
qxo_Latn,0.0194,0.0056,0.0194
amh_Ethi,0.0097,0.0024,0.0097
cui_Latn,0.0097,0.0003,0.0097
abt_Latn,0.0097,0.0003,0.0097
yam_Latn,0.0194,0.0068,0.0194
tpi_Latn,0.1165,0.0271,0.1165
pmf_Latn,0.0194,0.005,0.0194
iws_Latn,0.0194,0.0059,0.0194
mor_Latn,0.0097,0.0074,0.0097
lew_Latn,0.0194,0.0082,0.0194
mle_Latn,0.0,0.0,0.0
glv_Latn,0.0291,0.0079,0.0291
stn_Latn,0.0194,0.0038,0.0194
hix_Latn,0.0097,0.0006,0.0097
ncj_Latn,0.0291,0.0076,0.0291
dgi_Latn,0.0097,0.0026,0.0097
cag_Latn,0.0194,0.005,0.0194
crn_Latn,0.0097,0.0006,0.0097
ldi_Latn,0.0194,0.0062,0.0194
nst_Latn,0.0097,0.0018,0.0097
qvc_Latn,0.0097,0.0003,0.0097
dww_Latn,0.0194,0.0044,0.0194
tgp_Latn,0.0291,0.0115,0.0291
shu_Latn,0.0194,0.0082,0.0194
xed_Latn,0.0097,0.0003,0.0097
ilo_Latn,0.0388,0.0085,0.0388
guc_Latn,0.0291,0.0082,0.0291
mrw_Latn,0.0194,0.0059,0.0194
tku_Latn,0.0194,0.0041,0.0194
xsr_Deva,0.0097,0.0021,0.0097
mbi_Latn,0.0097,0.0003,0.0097
qxn_Latn,0.0194,0.0129,0.0194
prk_Latn,0.0194,0.0094,0.0194
sld_Latn,0.0097,0.0018,0.0097
nnp_Latn,0.0,0.0,0.0
pab_Latn,0.0097,0.0009,0.0097
beo_Latn,0.0097,0.0003,0.0097
uvh_Latn,0.0097,0.0026,0.0097
nhi_Latn,0.0194,0.0094,0.0194
gqr_Latn,0.0194,0.0009,0.0194
zpq_Latn,0.0194,0.0047,0.0194
cym_Latn,0.1359,0.0388,0.1359
kjs_Latn,0.0097,0.0012,0.0097
grt_Beng,0.0194,0.0044,0.0194
gkp_Latn,0.0097,0.0006,0.0097
adl_Latn,0.0097,0.0041,0.0097
mos_Latn,0.0097,0.0012,0.0097
nbu_Latn,0.0097,0.0006,0.0097
cco_Latn,0.0097,0.0041,0.0097
tuf_Latn,0.0194,0.0062,0.0194
ksf_Latn,0.0,0.0,0.0
yre_Latn,0.0,0.0,0.0
tca_Latn,0.0097,0.0006,0.0097
ntr_Latn,0.0194,0.0068,0.0194
kaa_Cyrl,0.0194,0.0056,0.0194
yal_Latn,0.0194,0.0056,0.0194
epo_Latn,0.5728,0.2548,0.5728
lit_Latn,0.2233,0.0771,0.2233
mcq_Latn,0.0097,0.0006,0.0097
sot_Latn,0.0291,0.0091,0.0291
gde_Latn,0.0097,0.0071,0.0097
hak_Latn,0.0097,0.0053,0.0097
nnw_Latn,0.0097,0.005,0.0097
usa_Latn,0.0097,0.0021,0.0097
upv_Latn,0.0097,0.0032,0.0097
mpx_Latn,0.0097,0.0065,0.0097
mva_Latn,0.0097,0.0041,0.0097
war_Latn,0.0388,0.0109,0.0388
lom_Latn,0.0097,0.0009,0.0097
toc_Latn,0.0097,0.0012,0.0097
zpv_Latn,0.0097,0.0026,0.0097
sim_Latn,0.0,0.0,0.0
ptu_Latn,0.0291,0.0109,0.0291
bzd_Latn,0.0097,0.0021,0.0097
tel_Telu,0.0194,0.0029,0.0194
cpa_Latn,0.0,0.0,0.0
far_Latn,0.0194,0.0071,0.0194
awb_Latn,0.0,0.0,0.0
luo_Latn,0.0097,0.0024,0.0097
bim_Latn,0.0097,0.0074,0.0097
ojb_Cans,0.0097,0.0003,0.0097
wmw_Latn,0.0291,0.0071,0.0291
zlm_Latn,0.5049,0.2036,0.5049
arl_Latn,0.0097,0.0024,0.0097
seh_Latn,0.0291,0.01,0.0291
nwb_Latn,0.0097,0.0056,0.0097
ntu_Latn,0.0,0.0,0.0
sah_Cyrl,0.0,0.0,0.0
pes_Arab,0.4757,0.16,0.4757
isd_Latn,0.0291,0.0112,0.0291
gof_Latn,0.0097,0.0006,0.0097
hin_Deva,0.301,0.1027,0.301
tby_Latn,0.0194,0.0076,0.0194
ctp_Latn,0.0194,0.005,0.0194
srp_Latn,0.767,0.3566,0.767
twi_Latn,0.0194,0.0074,0.0194
gya_Latn,0.0097,0.0047,0.0097
poh_Latn,0.0194,0.0047,0.0194
mnk_Latn,0.0097,0.0012,0.0097
nyo_Latn,0.0194,0.0076,0.0194
niq_Latn,0.0194,0.0018,0.0194
chk_Latn,0.0097,0.0038,0.0097
mti_Latn,0.0097,0.0029,0.0097
zaw_Latn,0.0194,0.0056,0.0194
ayo_Latn,0.0097,0.0003,0.0097
gvs_Latn,0.0097,0.0021,0.0097
gud_Latn,0.0097,0.0009,0.0097
pcm_Latn,0.1845,0.0633,0.1845
cme_Latn,0.0097,0.0026,0.0097
kmr_Latn,0.0194,0.0074,0.0194
kir_Cyrl,0.0097,0.0035,0.0097
kne_Latn,0.0388,0.0129,0.0388
mdy_Ethi,0.0097,0.0015,0.0097
bsn_Latn,0.0097,0.0009,0.0097
tob_Latn,0.0194,0.0079,0.0194
lol_Latn,0.0097,0.0068,0.0097
anv_Latn,0.0194,0.0082,0.0194
sil_Latn,0.0194,0.005,0.0194
nho_Latn,0.0291,0.0082,0.0291
efi_Latn,0.0194,0.0035,0.0194
pad_Latn,0.0097,0.0059,0.0097
nma_Latn,0.0097,0.0018,0.0097
run_Latn,0.0291,0.0076,0.0291
otm_Latn,0.0194,0.0041,0.0194
mcp_Latn,0.0097,0.0029,0.0097
qxh_Latn,0.0194,0.0079,0.0194
mil_Latn,0.0097,0.0029,0.0097
kvn_Latn,0.0097,0.0003,0.0097
ndj_Latn,0.0194,0.0068,0.0194
spy_Latn,0.0,0.0,0.0
pma_Latn,0.0,0.0,0.0
att_Latn,0.0097,0.0088,0.0097
hmo_Latn,0.0097,0.0059,0.0097
pan_Guru,0.0097,0.0003,0.0097
byr_Latn,0.0097,0.0015,0.0097
adj_Latn,0.0194,0.0024,0.0194
qve_Latn,0.0194,0.0032,0.0194
aeu_Latn,0.0097,0.0018,0.0097
caa_Latn,0.0194,0.0035,0.0194
poi_Latn,0.0097,0.005,0.0097
srq_Latn,0.0194,0.0029,0.0194
bkd_Latn,0.0194,0.0094,0.0194
ifu_Latn,0.0194,0.0038,0.0194
cbv_Latn,0.0194,0.0038,0.0194
ncl_Latn,0.0194,0.0041,0.0194
ape_Latn,0.0097,0.0047,0.0097
bnj_Latn,0.0,0.0,0.0
gog_Latn,0.0194,0.0024,0.0194
kms_Latn,0.0097,0.0053,0.0097
bth_Latn,0.0194,0.0097,0.0194
mai_Deva,0.0583,0.0121,0.0583
guk_Ethi,0.0097,0.0009,0.0097
zav_Latn,0.0194,0.0015,0.0194
kkj_Latn,0.0097,0.0026,0.0097
nyn_Latn,0.0194,0.0065,0.0194
aoi_Latn,0.0,0.0,0.0
ndi_Latn,0.0097,0.0047,0.0097
arn_Latn,0.0194,0.0009,0.0194
ces_Latn,0.7961,0.4292,0.7961
tsz_Latn,0.0194,0.0009,0.0194
bov_Latn,0.0097,0.0015,0.0097
tpm_Latn,0.0194,0.0079,0.0194
mio_Latn,0.0097,0.0006,0.0097
iry_Latn,0.0097,0.0085,0.0097
roo_Latn,0.0097,0.0009,0.0097
adi_Latn,0.0097,0.0056,0.0097
cpc_Latn,0.0291,0.0106,0.0291
tuc_Latn,0.0097,0.0032,0.0097
zia_Latn,0.0097,0.0047,0.0097
ksc_Latn,0.0291,0.0121,0.0291
ded_Latn,0.0097,0.0029,0.0097
fry_Latn,0.0583,0.0253,0.0583
inb_Latn,0.0194,0.0076,0.0194
wap_Latn,0.0097,0.0035,0.0097
kia_Latn,0.0097,0.0032,0.0097
zpt_Latn,0.0194,0.0082,0.0194
yml_Latn,0.0,0.0,0.0
gai_Latn,0.0097,0.0032,0.0097
mej_Latn,0.0194,0.0097,0.0194
gdg_Latn,0.0194,0.0103,0.0194
otn_Latn,0.0291,0.0118,0.0291
pag_Latn,0.0291,0.0079,0.0291
msm_Latn,0.0194,0.0044,0.0194
azz_Latn,0.0194,0.0044,0.0194
aym_Latn,0.0194,0.0082,0.0194
kng_Latn,0.0097,0.0012,0.0097
eve_Cyrl,0.0,0.0,0.0
lhi_Latn,0.0097,0.005,0.0097
mbl_Latn,0.0097,0.0003,0.0097
lif_Limb,0.0097,0.0006,0.0097
shp_Latn,0.0097,0.0047,0.0097
kki_Latn,0.0194,0.0041,0.0194
sxn_Latn,0.0097,0.0009,0.0097
emi_Latn,0.0097,0.0024,0.0097
cbu_Latn,0.0,0.0,0.0
bhp_Latn,0.0194,0.0071,0.0194
cab_Latn,0.0291,0.0103,0.0291
dwr_Latn,0.0097,0.0062,0.0097
sbl_Latn,0.0291,0.0085,0.0291
sgb_Latn,0.0291,0.0088,0.0291
cwe_Latn,0.0097,0.0085,0.0097
old_Latn,0.0194,0.0038,0.0194
pis_Latn,0.0874,0.0179,0.0874
nbq_Latn,0.0097,0.0009,0.0097
naf_Latn,0.0,0.0,0.0
ksb_Latn,0.0097,0.0041,0.0097
adh_Latn,0.0194,0.0074,0.0194
cpb_Latn,0.0291,0.0124,0.0291
ita_Latn,0.9515,0.7402,0.9515
min_Latn,0.0388,0.0147,0.0388
cul_Latn,0.0,0.0,0.0
ron_Latn,0.6117,0.3372,0.6117
wnc_Latn,0.0097,0.0003,0.0097
cly_Latn,0.0097,0.0041,0.0097
bak_Cyrl,0.0194,0.0044,0.0194
con_Latn,0.0097,0.0009,0.0097
lif_Deva,0.0097,0.0018,0.0097
hra_Latn,0.0097,0.0009,0.0097
mcr_Latn,0.0097,0.0018,0.0097
tiy_Latn,0.0194,0.0082,0.0194
zpu_Latn,0.0194,0.005,0.0194
gah_Latn,0.0,0.0,0.0
uvl_Latn,0.0194,0.0056,0.0194
uig_Arab,0.0291,0.0068,0.0291
zat_Latn,0.0194,0.0082,0.0194
mtj_Latn,0.0194,0.0053,0.0194
tyv_Cyrl,0.0194,0.0024,0.0194
jam_Latn,0.068,0.0177,0.068
knf_Latn,0.0097,0.0003,0.0097
maz_Latn,0.0097,0.0012,0.0097
gug_Latn,0.0194,0.0026,0.0194
pir_Latn,0.0097,0.0003,0.0097
tbz_Latn,0.0097,0.0003,0.0097
acn_Latn,0.0097,0.0003,0.0097
lac_Latn,0.0194,0.005,0.0194
qup_Latn,0.0097,0.0053,0.0097
kbc_Latn,0.0097,0.0021,0.0097
cbt_Latn,0.0,0.0,0.0
cac_Latn,0.0291,0.0112,0.0291
ter_Latn,0.0,0.0,0.0
zyp_Latn,0.0097,0.0003,0.0097
hne_Deva,0.068,0.0144,0.068
cce_Latn,0.0194,0.0062,0.0194
ava_Cyrl,0.0097,0.0003,0.0097
cub_Latn,0.0097,0.0029,0.0097
mjw_Latn,0.0097,0.0085,0.0097
kek_Latn,0.0097,0.0047,0.0097
tgk_Cyrl,0.0194,0.0032,0.0194
soy_Latn,0.0097,0.0029,0.0097
esu_Latn,0.0291,0.0024,0.0291
tuk_Arab,0.0097,0.0021,0.0097
rub_Latn,0.0194,0.005,0.0194
pah_Latn,0.0097,0.0035,0.0097
msb_Latn,0.0874,0.0229,0.0874
dow_Latn,0.0097,0.005,0.0097
kin_Latn,0.0194,0.0065,0.0194
amm_Latn,0.0,0.0,0.0
ton_Latn,0.0194,0.0047,0.0194
mee_Latn,0.0097,0.0047,0.0097
bqj_Latn,0.0097,0.0085,0.0097
hui_Latn,0.0097,0.0003,0.0097
jac_Latn,0.0291,0.0082,0.0291
rus_Cyrl,0.8932,0.6352,0.8932
chf_Latn,0.0194,0.0047,0.0194
bbc_Latn,0.0291,0.0082,0.0291
mqj_Latn,0.0291,0.0109,0.0291
gui_Latn,0.0194,0.0079,0.0194
xsi_Latn,0.0097,0.0035,0.0097
snf_Latn,0.0,0.0,0.0
for_Latn,0.0,0.0,0.0
btd_Latn,0.0194,0.0118,0.0194
mbc_Latn,0.0097,0.0024,0.0097
kjh_Cyrl,0.0097,0.0015,0.0097
ycn_Latn,0.0194,0.0047,0.0194
tac_Latn,0.0,0.0,0.0
lam_Latn,0.0194,0.0053,0.0194
bmq_Latn,0.0097,0.0003,0.0097
ktj_Latn,0.0097,0.0006,0.0097
dgc_Latn,0.0388,0.0103,0.0388
ify_Latn,0.0194,0.0056,0.0194
poe_Latn,0.0097,0.0035,0.0097
enq_Latn,0.0,0.0,0.0
aey_Latn,0.0,0.0,0.0
qvi_Latn,0.0097,0.0006,0.0097
mnf_Latn,0.0,0.0,0.0
sat_Latn,0.0097,0.0047,0.0097
kbm_Latn,0.0097,0.0035,0.0097
cuc_Latn,0.0097,0.0035,0.0097
aai_Latn,0.0097,0.0071,0.0097
box_Latn,0.0097,0.0003,0.0097
ndg_Latn,0.0291,0.0141,0.0291
ngp_Latn,0.0097,0.0053,0.0097
mzh_Latn,0.0194,0.0059,0.0194
krc_Cyrl,0.0097,0.0003,0.0097
kpz_Latn,0.0097,0.0056,0.0097
tum_Latn,0.0194,0.0074,0.0194
vag_Latn,0.0097,0.0029,0.0097
bjv_Latn,0.0097,0.0012,0.0097
mox_Latn,0.0194,0.0065,0.0194
jiv_Latn,0.0097,0.0006,0.0097
zho_Hani,0.6505,0.3457,0.6505
bzh_Latn,0.0097,0.0012,0.0097
zpz_Latn,0.0097,0.0006,0.0097
bsc_Latn,0.0097,0.0053,0.0097
zsm_Latn,0.1068,0.03,0.1068
gag_Latn,0.165,0.0424,0.165
too_Latn,0.0194,0.005,0.0194
aze_Cyrl,0.0194,0.0038,0.0194
cjo_Latn,0.0097,0.0035,0.0097
dov_Latn,0.0097,0.0088,0.0097
kyq_Latn,0.0194,0.0021,0.0194
wbi_Latn,0.0194,0.0041,0.0194
xtn_Latn,0.0194,0.0068,0.0194
kzf_Latn,0.0194,0.005,0.0194
mpt_Latn,0.0,0.0,0.0
chv_Cyrl,0.0194,0.0062,0.0194
hag_Latn,0.0097,0.0003,0.0097
est_Latn,0.233,0.0756,0.233
mau_Latn,0.0194,0.0029,0.0194
mbb_Latn,0.0097,0.0006,0.0097
guh_Latn,0.0194,0.0032,0.0194
jbu_Latn,0.0097,0.0006,0.0097
fij_Latn,0.0194,0.0038,0.0194
udu_Latn,0.0097,0.0012,0.0097
ewe_Latn,0.0097,0.0012,0.0097
tnp_Latn,0.0,0.0,0.0
qvh_Latn,0.0194,0.0056,0.0194
nph_Latn,0.0194,0.0056,0.0194
ozm_Latn,0.0097,0.0029,0.0097
kqe_Latn,0.0097,0.0074,0.0097
nca_Latn,0.0097,0.0056,0.0097
pls_Latn,0.0097,0.0009,0.0097
bki_Latn,0.0,0.0,0.0
wos_Latn,0.0097,0.0012,0.0097
fuq_Latn,0.0097,0.0009,0.0097
aca_Latn,0.0194,0.0056,0.0194
muy_Latn,0.0097,0.0044,0.0097
xtm_Latn,0.0194,0.0062,0.0194
mvn_Latn,0.0194,0.0094,0.0194
lob_Latn,0.0097,0.0003,0.0097
hwc_Latn,0.4175,0.1862,0.4175
amo_Latn,0.0097,0.0059,0.0097
sll_Latn,0.0,0.0,0.0
chu_Cyrl,0.7476,0.4472,0.7476
nmo_Latn,0.0097,0.0003,0.0097
clu_Latn,0.068,0.0224,0.068
mzk_Latn,0.0194,0.0097,0.0194
tsw_Latn,0.0,0.0,0.0
yad_Latn,0.0,0.0,0.0
mib_Latn,0.0194,0.0088,0.0194
bxr_Cyrl,0.0,0.0,0.0
csy_Latn,0.0097,0.0056,0.0097
bib_Latn,0.0194,0.0026,0.0194
cao_Latn,0.0097,0.0006,0.0097
sba_Latn,0.0097,0.0026,0.0097
mkj_Latn,0.0194,0.0047,0.0194
asm_Beng,0.0388,0.0047,0.0388
kxc_Ethi,0.0097,0.0003,0.0097
zga_Latn,0.0097,0.0088,0.0097
ppk_Latn,0.0194,0.0068,0.0194
bwq_Latn,0.0097,0.0012,0.0097
knj_Latn,0.0194,0.0038,0.0194
mav_Latn,0.0,0.0,0.0
aji_Latn,0.0097,0.0047,0.0097
wsk_Latn,0.0097,0.0024,0.0097
xal_Cyrl,0.0097,0.0006,0.0097
khs_Latn,0.0097,0.0024,0.0097
alp_Latn,0.0194,0.0044,0.0194
chd_Latn,0.0097,0.0056,0.0097
bba_Latn,0.0194,0.0047,0.0194
bav_Latn,0.0097,0.0029,0.0097
mwq_Latn,0.0,0.0,0.0
dnj_Latn,0.0097,0.0006,0.0097
bef_Latn,0.0,0.0,0.0
msa_Latn,0.0777,0.0203,0.0777
hae_Latn,0.0,0.0,0.0
any_Latn,0.0097,0.0006,0.0097
amn_Latn,0.0097,0.0006,0.0097
mfq_Latn,0.0194,0.0062,0.0194
mux_Latn,0.0097,0.0003,0.0097
nak_Latn,0.0194,0.0076,0.0194
kpx_Latn,0.0097,0.0003,0.0097
tuo_Latn,0.0097,0.0012,0.0097
agr_Latn,0.0194,0.0053,0.0194
bzj_Latn,0.0971,0.0218,0.0971
xnn_Latn,0.0291,0.0094,0.0291
ade_Latn,0.0097,0.0071,0.0097
aak_Latn,0.0,0.0,0.0
gnw_Latn,0.0097,0.0012,0.0097
urk_Thai,0.0097,0.0024,0.0097
mic_Latn,0.0097,0.0024,0.0097
omw_Latn,0.0097,0.0015,0.0097
nde_Latn,0.0291,0.01,0.0291
bmr_Latn,0.0097,0.0003,0.0097
mxb_Latn,0.0097,0.0032,0.0097
swp_Latn,0.0194,0.0097,0.0194
yss_Latn,0.0097,0.0021,0.0097
sqi_Latn,0.1553,0.053,0.1553
pww_Thai,0.0097,0.0003,0.0097
yuj_Latn,0.0097,0.0012,0.0097
mtg_Latn,0.0097,0.0009,0.0097
mwp_Latn,0.0097,0.0053,0.0097
sxb_Latn,0.0194,0.0035,0.0194
nya_Latn,0.0291,0.0127,0.0291
lmk_Latn,0.0194,0.0071,0.0194
alq_Latn,0.0194,0.0074,0.0194
thk_Latn,0.0097,0.0024,0.0097
eri_Latn,0.0097,0.0047,0.0097
maw_Latn,0.0194,0.0079,0.0194
knk_Latn,0.0097,0.0056,0.0097
trn_Latn,0.0097,0.0009,0.0097
bmu_Latn,0.0097,0.0026,0.0097
acd_Latn,0.0194,0.0038,0.0194
lai_Latn,0.0194,0.0082,0.0194
mkl_Latn,0.0097,0.0024,0.0097
qvm_Latn,0.0194,0.0062,0.0194
mnb_Latn,0.0194,0.0082,0.0194
xla_Latn,0.0097,0.0003,0.0097
quz_Latn,0.0291,0.0088,0.0291
auc_Latn,0.0097,0.0003,0.0097
avt_Latn,0.0097,0.0021,0.0097
njo_Latn,0.0097,0.0024,0.0097
mww_Latn,0.0097,0.0003,0.0097
viv_Latn,0.0097,0.0068,0.0097
nyf_Latn,0.0194,0.0044,0.0194
rai_Latn,0.0097,0.0059,0.0097
gum_Latn,0.0194,0.0047,0.0194
xsm_Latn,0.0097,0.0035,0.0097
urw_Latn,0.0097,0.0009,0.0097
noa_Latn,0.0097,0.0018,0.0097
ruf_Latn,0.0194,0.0115,0.0194
akp_Latn,0.0097,0.0021,0.0097
ote_Latn,0.0,0.0,0.0
czt_Latn,0.0097,0.0021,0.0097
arb_Arab,0.4466,0.1721,0.4466
toj_Latn,0.0194,0.0032,0.0194
nhg_Latn,0.0194,0.0044,0.0194
awk_Latn,0.0097,0.0026,0.0097
lex_Latn,0.0291,0.0041,0.0291
nre_Latn,0.0097,0.0015,0.0097
agu_Latn,0.0097,0.0015,0.0097
zos_Latn,0.0097,0.0024,0.0097
ong_Latn,0.0097,0.0009,0.0097
are_Latn,0.0194,0.0109,0.0194
ngu_Latn,0.0291,0.0068,0.0291
mzm_Latn,0.0194,0.0062,0.0194
plw_Latn,0.0291,0.0079,0.0291
snd_Arab,0.0194,0.0035,0.0194
lwo_Latn,0.0097,0.0015,0.0097
ivb_Latn,0.0194,0.0094,0.0194
kbh_Latn,0.0194,0.0021,0.0194
npl_Latn,0.0388,0.0079,0.0388
jmc_Latn,0.0194,0.0082,0.0194
